threat_id,threat_actor,threat_category,attack_technique,targeted_industry,targeted_asset_type,campaign_active,threat_frequency,exploit_probability,geographic_scope,severity,intelligence_confidence,first_seen,last_seen,associated_cve,ransomware_indicator,data_exfiltration_risk
THREAT-02834,Nation-State (China),DDoS,T1486 Data Encrypted for Impact,Government,Payment Gateway,True,190,0.53,Asia-Pacific,Medium,Low,2025-03-22,2025-03-23,,False,False
THREAT-02835,TA505,Web Application Attack,T1110 Brute Force,Energy,Domain Controller,False,65,0.51,EMEA,High,Medium,2021-05-06,2022-01-16,,False,False
THREAT-02836,Lazarus Group,Web Application Attack,T1036 Masquerading,IT Services,API Gateway,False,34,0.18,Asia-Pacific,Medium,Low,2026-02-18,2026-04-13,,False,False
THREAT-02837,Nation-State (Russia),Cloud Misconfiguration Exploitation,T1036 Masquerading,Energy,Database Server,True,76,0.25,Asia-Pacific,Low,Low,2025-08-02,2025-08-22,,False,False
THREAT-02838,Insider,Credential Theft,T1053 Scheduled Task/Job,Energy,Database Server,False,92,0.42,EMEA,Low,Low,2025-01-28,2025-09-18,,False,True
THREAT-02839,APT28,Zero-Day Exploit,T1055 Process Injection,Manufacturing,Employee Laptop,True,94,0.37,India,Critical,High,2022-09-19,2022-12-22,,False,False
THREAT-02840,SilverFox,Data Exfiltration,T1190 Exploit Public-Facing Application,Manufacturing,API Gateway,False,88,0.13,Americas,Medium,High,2021-06-23,2021-11-26,CVE-2026-77710,False,False
THREAT-02841,TA505,Credential Theft,T1562 Impair Defenses,E-commerce,API Gateway,False,60,0.25,EMEA,High,Medium,2023-01-11,2023-02-16,,False,False
THREAT-02842,TA505,Business Email Compromise,T1566 Phishing,Insurance,Employee Laptop,True,57,0.42,Global,Low,Medium,2022-07-23,2022-10-03,CVE-2026-7853,False,False
THREAT-02843,Nation-State (Iran),Data Exfiltration,T1078 Valid Accounts,Manufacturing,Web Server,False,89,0.1,India,Medium,High,2023-06-04,2023-06-09,,False,False
THREAT-02844,Script Kiddie,Cloud Misconfiguration Exploitation,T1133 External Remote Services,Government,Kubernetes Cluster,True,85,0.16,EMEA,Critical,Medium,2022-02-14,2022-06-23,,False,False
THREAT-02845,Conti,DDoS,T1082 System Information Discovery,Education,Employee Laptop,True,157,0.71,EMEA,High,High,2026-01-11,2026-04-27,,False,False
THREAT-02846,Lazarus Group,Zero-Day Exploit,T1566 Phishing,Manufacturing,Kubernetes Cluster,True,14,0.16,Americas,Critical,Medium,2025-01-26,2025-12-09,CVE-2026-82970,True,False
THREAT-02847,Turla,Business Email Compromise,T1055 Process Injection,Energy,API Gateway,True,33,0.14,Global,Low,Medium,2025-10-12,2026-05-27,,False,True
THREAT-02848,Insider,Phishing,T1082 System Information Discovery,Insurance,Payment Gateway,False,78,0.52,Americas,High,Medium,2022-05-07,2023-01-22,,False,False
THREAT-02849,Scattered Spider,Zero-Day Exploit,T1078 Valid Accounts,Manufacturing,Employee Laptop,False,89,0.32,Asia-Pacific,Medium,Low,2022-03-30,2022-06-23,,False,False
THREAT-02850,Cybercrime Syndicate,Business Email Compromise,T1569 System Services,Energy,Payment Gateway,True,34,0.2,Americas,Medium,Medium,2025-10-12,2025-11-09,,False,False
THREAT-02851,APT28,DDoS,T1027 Obfuscated Files or Information,Manufacturing,Database Server,True,24,0.61,Americas,High,Medium,2022-02-14,2023-01-12,CVE-2026-80207,False,False
THREAT-02852,Nation-State (China),DDoS,T1133 External Remote Services,Education,Domain Controller,True,171,0.85,Global,Low,High,2024-06-10,2025-05-12,CVE-2026-81780,False,False
THREAT-02853,FIN7,Supply Chain Attack,T1059 Command and Scripting Interpreter,Energy,Database Server,False,50,0.16,EMEA,Critical,High,2024-10-11,2025-10-11,,False,True
THREAT-02854,Sandworm,Supply Chain Attack,T1070 Indicator Removal,Energy,Employee Laptop,True,19,0.13,Asia-Pacific,Critical,High,2022-01-19,2022-01-23,,False,False
THREAT-02855,LockBit,Insider Threat,T1566 Phishing,IT Services,Storage Bucket,False,10,0.23,India,Low,High,2023-01-03,2023-11-25,,False,True
THREAT-02856,Nation-State (China),Ransomware,T1190 Exploit Public-Facing Application,Government,Database Server,True,17,0.5,Global,Medium,Medium,2025-07-05,2026-07-01,,True,True
THREAT-02857,Script Kiddie,Ransomware,T1486 Data Encrypted for Impact,Government,Payment Gateway,False,31,0.51,Global,Critical,Low,2024-06-23,2025-06-19,CVE-2026-18810,True,True
THREAT-02858,TA505,DDoS,T1486 Data Encrypted for Impact,Energy,Email Server,False,42,0.48,Global,High,Medium,2026-07-24,2026-09-04,CVE-2026-82476,False,False
THREAT-02859,Kimsuky,Web Application Attack,T1105 Ingress Tool Transfer,Manufacturing,Cloud VM,False,70,0.37,Global,Low,Medium,2021-09-12,2022-04-16,,False,False
THREAT-02860,Mustang Panda,Web Application Attack,T1070 Indicator Removal,Government,API Gateway,True,90,0.53,Americas,Medium,Low,2024-10-30,2025-02-24,CVE-2026-73610,False,False
THREAT-02861,REvil,Ransomware,T1562 Impair Defenses,Education,Database Server,True,29,0.53,Global,Medium,High,2025-02-04,2026-01-31,CVE-2026-58157,True,False
THREAT-02862,Sandworm,Credential Theft,T1053 Scheduled Task/Job,E-commerce,Domain Controller,True,73,0.51,Americas,Critical,High,2022-07-28,2023-03-17,,False,False
THREAT-02863,APT28,Cryptojacking,T1070 Indicator Removal,IT Services,Employee Laptop,True,95,0.28,Global,Medium,High,2023-06-23,2024-02-14,CVE-2026-17612,False,False
THREAT-02864,Script Kiddie,Business Email Compromise,T1566 Phishing,Energy,Email Server,True,26,0.52,Americas,Critical,High,2022-04-19,2023-04-08,,False,False
THREAT-02865,Hacktivist Group,Data Exfiltration,T1566 Phishing,Education,Payment Gateway,False,20,0.33,Asia-Pacific,High,Medium,2024-05-31,2025-03-18,,True,False
THREAT-02866,LockBit,DDoS,T1036 Masquerading,Government,Email Server,False,120,0.9,Americas,Critical,Medium,2025-03-18,2025-08-16,CVE-2026-61452,False,False
THREAT-02867,REvil,Cloud Misconfiguration Exploitation,T1036 Masquerading,E-commerce,Employee Laptop,False,65,0.55,EMEA,Low,Medium,2026-04-19,2026-06-15,CVE-2026-63426,False,False
THREAT-02868,Hacktivist Group,Cloud Misconfiguration Exploitation,T1486 Data Encrypted for Impact,Government,Web Server,False,75,0.39,India,High,Medium,2022-09-13,2023-05-10,,True,True
THREAT-02869,Scattered Spider,DDoS,T1053 Scheduled Task/Job,Government,Domain Controller,False,103,0.57,Asia-Pacific,Medium,Low,2026-06-02,2026-09-04,CVE-2026-78378,False,False
THREAT-02870,Nation-State (China),Cloud Misconfiguration Exploitation,T1110 Brute Force,Insurance,Payment Gateway,False,46,0.3,Asia-Pacific,Medium,Low,2022-01-05,2022-11-01,CVE-2026-77026,False,True
THREAT-02871,Hacktivist Group,Phishing,T1048 Exfiltration Over Alternative Protocol,Education,Employee Laptop,True,100,0.28,EMEA,Medium,Medium,2023-05-10,2023-11-28,,True,False
THREAT-02872,SilverFox,Supply Chain Attack,T1133 External Remote Services,E-commerce,Database Server,False,20,0.12,Asia-Pacific,Critical,High,2022-08-07,2023-03-28,,False,False
THREAT-02873,REvil,Insider Threat,T1036 Masquerading,IT Services,Cloud VM,False,4,0.35,Global,High,High,2021-10-05,2022-05-03,CVE-2026-79223,False,True
THREAT-02874,Lazarus Group,Cryptojacking,T1003 OS Credential Dumping,Manufacturing,Web Server,False,24,0.38,Americas,High,High,2025-01-10,2025-12-23,,False,True
THREAT-02875,Mustang Panda,Cloud Misconfiguration Exploitation,T1055 Process Injection,Energy,Email Server,True,66,0.51,Americas,Low,Medium,2025-04-01,2026-03-02,,False,True
THREAT-02876,Nation-State (Russia),Web Application Attack,T1036 Masquerading,Energy,Employee Laptop,False,65,0.15,India,Low,Low,2025-09-25,2025-11-09,CVE-2026-17601,False,True
THREAT-02877,APT28,DDoS,T1036 Masquerading,Education,Storage Bucket,False,137,0.81,Global,Low,High,2024-07-18,2025-02-12,,False,False
THREAT-02878,Mustang Panda,Credential Theft,T1566 Phishing,Energy,API Gateway,False,74,0.48,India,High,Low,2025-07-20,2026-03-01,,False,False
THREAT-02879,Scattered Spider,Business Email Compromise,T1078 Valid Accounts,Manufacturing,Cloud VM,True,99,0.13,EMEA,Critical,Medium,2023-06-14,2024-03-04,,False,False
THREAT-02880,FIN7,Cryptojacking,T1036 Masquerading,Education,Email Server,True,24,0.3,India,High,High,2022-06-05,2022-07-09,,False,False
THREAT-02881,LockBit,Supply Chain Attack,T1105 Ingress Tool Transfer,Insurance,Database Server,False,40,0.11,Americas,Low,Low,2021-07-21,2022-07-10,CVE-2026-80576,True,False
THREAT-02882,SilverFox,Credential Theft,T1110 Brute Force,Energy,Kubernetes Cluster,False,17,0.2,Asia-Pacific,Critical,Low,2024-04-04,2024-04-10,CVE-2026-6156,False,False
THREAT-02883,Insider,Credential Theft,T1055 Process Injection,Energy,Domain Controller,True,86,0.45,India,Low,Medium,2025-10-23,2026-08-05,,False,False
THREAT-02884,Unknown,Phishing,T1071 Application Layer Protocol,Government,SaaS Application,False,50,0.23,Global,High,Low,2025-01-01,2025-05-24,,False,False
THREAT-02885,APT28,Zero-Day Exploit,T1055 Process Injection,E-commerce,Employee Laptop,True,17,0.12,Global,Medium,Low,2023-07-06,2023-11-06,,False,True
THREAT-02886,Sandworm,Zero-Day Exploit,T1021 Remote Services,E-commerce,Employee Laptop,False,12,0.59,Global,High,High,2021-09-20,2021-11-11,CVE-2026-82222,False,False
THREAT-02887,Turla,Business Email Compromise,T1105 Ingress Tool Transfer,E-commerce,API Gateway,False,100,0.57,India,Medium,Medium,2024-03-21,2024-12-26,,False,False
THREAT-02888,FIN7,Supply Chain Attack,T1059 Command and Scripting Interpreter,Education,Web Server,True,93,0.58,Asia-Pacific,Low,Low,2023-01-30,2023-07-01,CVE-2026-66756,False,False
THREAT-02889,Cybercrime Syndicate,Supply Chain Attack,T1027 Obfuscated Files or Information,Energy,Kubernetes Cluster,False,92,0.42,Asia-Pacific,Low,Low,2025-03-19,2025-05-17,,False,False
THREAT-02890,Mustang Panda,Web Application Attack,T1053 Scheduled Task/Job,Energy,Payment Gateway,False,91,0.18,Asia-Pacific,Critical,Medium,2026-04-26,2026-09-04,CVE-2026-59807,False,False
THREAT-02891,Hacktivist Group,DDoS,T1105 Ingress Tool Transfer,Telecom,Email Server,False,145,0.42,EMEA,Medium,Low,2026-07-31,2026-09-04,,False,False
THREAT-02892,Sandworm,Business Email Compromise,T1048 Exfiltration Over Alternative Protocol,Education,Storage Bucket,False,70,0.43,India,Medium,High,2022-07-02,2023-02-15,,False,False
THREAT-02893,Nation-State (Iran),Ransomware,T1110 Brute Force,IT Services,Kubernetes Cluster,False,31,0.38,EMEA,Critical,High,2024-06-14,2024-10-08,,True,True
THREAT-02894,Script Kiddie,Zero-Day Exploit,T1486 Data Encrypted for Impact,E-commerce,Cloud VM,True,22,0.25,India,High,Medium,2024-12-07,2025-06-24,CVE-2026-47159,False,True
THREAT-02895,Script Kiddie,DDoS,T1027 Obfuscated Files or Information,Insurance,Database Server,False,50,0.8,India,Critical,Low,2022-08-02,2023-07-24,,False,False
THREAT-02896,Lazarus Group,Web Application Attack,T1059 Command and Scripting Interpreter,Energy,Web Server,False,66,0.24,EMEA,Low,Medium,2024-08-28,2025-02-09,,False,False
THREAT-02897,Conti,Business Email Compromise,T1082 System Information Discovery,Manufacturing,Employee Laptop,True,62,0.34,Americas,Low,High,2022-06-23,2023-03-27,,False,False
THREAT-02898,Scattered Spider,Cloud Misconfiguration Exploitation,T1105 Ingress Tool Transfer,E-commerce,Storage Bucket,False,34,0.47,Asia-Pacific,High,High,2025-06-06,2026-06-02,CVE-2026-6876,False,True
THREAT-02899,ALPHV,Supply Chain Attack,T1053 Scheduled Task/Job,Energy,Payment Gateway,True,11,0.43,Americas,Medium,Medium,2025-03-08,2025-04-02,,False,False
THREAT-02900,SilverFox,Web Application Attack,T1190 Exploit Public-Facing Application,Energy,Email Server,False,8,0.25,India,Low,Low,2026-01-20,2026-05-20,,False,False
THREAT-02901,TA505,Cloud Misconfiguration Exploitation,T1110 Brute Force,Education,SaaS Application,False,22,0.34,India,Low,Medium,2023-06-14,2024-04-18,CVE-2026-5851,False,False
THREAT-02902,Script Kiddie,Cloud Misconfiguration Exploitation,T1003 OS Credential Dumping,Education,Web Server,False,80,0.13,Asia-Pacific,Critical,Low,2021-09-13,2021-12-19,,False,False
THREAT-02903,REvil,DDoS,T1053 Scheduled Task/Job,Manufacturing,Employee Laptop,True,64,0.66,EMEA,High,Medium,2023-02-17,2023-10-28,,False,False
THREAT-02904,Cybercrime Syndicate,Ransomware,T1566 Phishing,IT Services,Employee Laptop,False,10,0.36,Asia-Pacific,Medium,Medium,2024-10-29,2025-10-05,,True,True
THREAT-02905,Lazarus Group,Business Email Compromise,T1071 Application Layer Protocol,E-commerce,Database Server,True,15,0.46,India,Medium,High,2021-07-22,2022-05-15,CVE-2026-6025,True,False
THREAT-02906,Nation-State (Russia),DDoS,T1190 Exploit Public-Facing Application,IT Services,Employee Laptop,False,37,0.5,Global,High,High,2023-09-17,2023-10-03,CVE-2026-63481,False,False
THREAT-02907,LockBit,Ransomware,T1048 Exfiltration Over Alternative Protocol,Government,Domain Controller,False,31,0.69,EMEA,Critical,Low,2025-02-22,2025-05-28,CVE-2026-10187,True,True
THREAT-02908,Scattered Spider,Supply Chain Attack,T1105 Ingress Tool Transfer,IT Services,Database Server,False,57,0.26,Americas,Medium,High,2025-02-17,2025-09-20,CVE-2026-85051,False,False
THREAT-02909,Kimsuky,Insider Threat,T1021 Remote Services,Healthcare,Storage Bucket,False,4,0.37,India,Medium,High,2023-04-11,2023-05-16,,False,True
THREAT-02910,Mustang Panda,Insider Threat,T1071 Application Layer Protocol,Education,Payment Gateway,True,6,0.3,Global,Medium,Medium,2021-06-01,2022-04-18,CVE-2026-60118,False,True
THREAT-02911,Turla,DDoS,T1059 Command and Scripting Interpreter,Education,Kubernetes Cluster,False,166,0.41,Global,High,Medium,2023-01-02,2023-10-13,CVE-2026-79776,False,False
THREAT-02912,FIN7,Phishing,T1048 Exfiltration Over Alternative Protocol,Government,Email Server,False,33,0.43,Americas,High,Low,2021-04-26,2022-03-17,,False,False
THREAT-02913,Insider,Phishing,T1071 Application Layer Protocol,Manufacturing,Employee Laptop,False,42,0.49,Global,Medium,High,2022-03-25,2022-08-11,CVE-2026-12553,False,False
THREAT-02914,TA505,Zero-Day Exploit,T1021 Remote Services,Energy,Payment Gateway,False,30,0.59,Asia-Pacific,High,Medium,2024-10-28,2025-07-15,,False,False
THREAT-02915,LockBit,Phishing,T1078 Valid Accounts,Insurance,SaaS Application,False,55,0.49,India,High,Low,2025-04-03,2025-10-10,,False,False
THREAT-02916,Nation-State (China),Ransomware,T1027 Obfuscated Files or Information,Energy,Domain Controller,False,6,0.67,Americas,Low,Low,2023-11-04,2024-10-19,CVE-2026-75135,True,True
THREAT-02917,SilverFox,Cryptojacking,T1486 Data Encrypted for Impact,Government,Domain Controller,True,50,0.51,Americas,Low,High,2023-10-25,2023-12-20,CVE-2026-61447,False,False
THREAT-02918,Turla,Data Exfiltration,T1569 System Services,Energy,SaaS Application,True,8,0.29,India,Critical,High,2021-09-07,2022-04-23,CVE-2026-75575,False,False
THREAT-02919,FIN7,Web Application Attack,T1105 Ingress Tool Transfer,Healthcare,Web Server,False,78,0.42,EMEA,Critical,Medium,2025-09-13,2026-03-25,CVE-2026-12848,False,True
THREAT-02920,Kimsuky,Ransomware,T1190 Exploit Public-Facing Application,E-commerce,Domain Controller,False,48,0.49,Americas,Low,Medium,2023-07-25,2024-03-10,CVE-2026-82089,True,False
THREAT-02921,Sandworm,Ransomware,T1082 System Information Discovery,Insurance,SaaS Application,True,26,0.65,EMEA,Medium,High,2025-08-12,2025-10-20,,True,True
THREAT-02922,Nation-State (Russia),DDoS,T1110 Brute Force,E-commerce,SaaS Application,True,110,0.58,Asia-Pacific,High,Medium,2022-07-05,2023-07-04,,False,False
THREAT-02923,SilverFox,Ransomware,T1027 Obfuscated Files or Information,Insurance,SaaS Application,True,13,0.4,Global,Low,High,2021-04-10,2021-06-26,CVE-2026-83492,True,True
THREAT-02924,Mustang Panda,Web Application Attack,T1055 Process Injection,E-commerce,Database Server,True,97,0.18,Americas,Critical,Medium,2024-11-01,2025-01-20,,False,False
THREAT-02925,Mustang Panda,Web Application Attack,T1566 Phishing,Insurance,Database Server,True,98,0.58,Asia-Pacific,High,High,2025-12-11,2026-09-04,,False,False
THREAT-02926,Nation-State (Iran),Data Exfiltration,T1082 System Information Discovery,Government,Web Server,False,91,0.29,Asia-Pacific,Low,Low,2026-07-02,2026-09-04,,False,True
THREAT-02927,FIN7,Zero-Day Exploit,T1078 Valid Accounts,Energy,SaaS Application,False,68,0.23,EMEA,Critical,High,2026-07-29,2026-09-04,,False,False
THREAT-02928,Nation-State (China),Ransomware,T1071 Application Layer Protocol,Insurance,Payment Gateway,True,49,0.77,India,Low,Medium,2024-07-16,2025-01-20,CVE-2026-59652,True,False
THREAT-02929,ALPHV,Business Email Compromise,T1055 Process Injection,Energy,Storage Bucket,False,77,0.4,Americas,Critical,High,2021-04-07,2021-07-03,,True,True
THREAT-02930,Conti,Business Email Compromise,T1190 Exploit Public-Facing Application,E-commerce,Storage Bucket,True,74,0.12,Americas,High,High,2022-07-13,2023-02-10,CVE-2026-34964,False,False
THREAT-02931,Scattered Spider,Cryptojacking,T1021 Remote Services,Government,Domain Controller,False,47,0.53,Global,Low,High,2024-06-01,2024-08-16,,False,False
THREAT-02932,Script Kiddie,Web Application Attack,T1105 Ingress Tool Transfer,Healthcare,Database Server,False,55,0.44,EMEA,Low,Medium,2021-03-21,2021-12-31,,False,True
THREAT-02933,Scattered Spider,Credential Theft,T1048 Exfiltration Over Alternative Protocol,Energy,Database Server,False,12,0.47,Asia-Pacific,Medium,Low,2023-09-10,2024-02-13,,False,False
THREAT-02934,Nation-State (Iran),Credential Theft,T1133 External Remote Services,IT Services,Cloud VM,True,20,0.4,Asia-Pacific,Medium,Medium,2022-08-27,2023-06-21,CVE-2026-48025,False,False
THREAT-02935,Lazarus Group,Zero-Day Exploit,T1021 Remote Services,Energy,Cloud VM,False,24,0.48,Americas,Medium,High,2021-10-10,2022-05-03,CVE-2026-44955,False,False
THREAT-02936,Hacktivist Group,Data Exfiltration,T1055 Process Injection,Insurance,Database Server,True,90,0.5,Asia-Pacific,High,Medium,2023-11-10,2024-09-28,,False,False
THREAT-02937,TA505,Zero-Day Exploit,T1003 OS Credential Dumping,Telecom,Cloud VM,False,35,0.32,Asia-Pacific,High,Low,2021-05-03,2022-01-23,CVE-2026-56162,False,False
THREAT-02938,Sandworm,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,Manufacturing,Cloud VM,False,22,0.4,Asia-Pacific,Low,Medium,2022-08-04,2023-03-30,CVE-2026-72791,False,True
THREAT-02939,LockBit,Insider Threat,T1048 Exfiltration Over Alternative Protocol,Energy,Email Server,True,4,0.23,EMEA,High,High,2024-09-15,2025-07-02,,False,True
THREAT-02940,ALPHV,Credential Theft,T1082 System Information Discovery,Energy,Database Server,False,95,0.38,Americas,Medium,High,2025-05-29,2025-08-18,CVE-2026-47159,False,True
THREAT-02941,Mustang Panda,Zero-Day Exploit,T1027 Obfuscated Files or Information,Energy,Email Server,True,36,0.22,Global,Critical,High,2023-01-20,2023-04-14,,False,False
THREAT-02942,FIN7,Zero-Day Exploit,T1110 Brute Force,Energy,API Gateway,False,39,0.24,EMEA,Medium,Low,2023-04-05,2023-12-08,,False,False
THREAT-02943,Insider,DDoS,T1133 External Remote Services,E-commerce,Kubernetes Cluster,True,52,0.56,India,High,High,2021-05-08,2021-11-30,,False,False
THREAT-02944,REvil,Cryptojacking,T1048 Exfiltration Over Alternative Protocol,Energy,SaaS Application,True,37,0.22,India,High,High,2025-12-22,2026-09-04,CVE-2026-72984,False,True
THREAT-02945,Conti,Phishing,T1190 Exploit Public-Facing Application,Insurance,SaaS Application,True,50,0.52,EMEA,High,Medium,2025-09-05,2026-01-08,,False,True
THREAT-02946,Conti,Web Application Attack,T1078 Valid Accounts,IT Services,API Gateway,False,96,0.43,Americas,Medium,Low,2021-10-07,2022-06-13,,False,False
THREAT-02947,Scattered Spider,Credential Theft,T1003 OS Credential Dumping,Energy,Employee Laptop,False,54,0.19,Americas,Low,High,2021-05-05,2021-12-08,,False,False
THREAT-02948,APT28,Supply Chain Attack,T1486 Data Encrypted for Impact,Energy,Storage Bucket,True,83,0.27,Asia-Pacific,Low,Low,2023-03-03,2024-01-10,,False,False
THREAT-02949,FIN7,Business Email Compromise,T1021 Remote Services,Insurance,Email Server,True,32,0.32,Asia-Pacific,Low,Medium,2021-08-28,2021-12-09,CVE-2026-44103,False,False
THREAT-02950,Hacktivist Group,DDoS,T1003 OS Credential Dumping,Insurance,SaaS Application,True,81,0.51,Global,High,High,2023-03-01,2024-01-19,,False,False
THREAT-02951,Turla,Business Email Compromise,T1027 Obfuscated Files or Information,Manufacturing,Employee Laptop,False,52,0.26,Asia-Pacific,High,Low,2024-06-25,2024-11-14,CVE-2026-19348,False,False
THREAT-02952,Kimsuky,Zero-Day Exploit,T1569 System Services,E-commerce,Domain Controller,True,64,0.25,India,Critical,High,2025-09-10,2026-03-07,CVE-2026-74612,False,False
THREAT-02953,Nation-State (Iran),Zero-Day Exploit,T1036 Masquerading,Education,Email Server,False,52,0.24,EMEA,Low,Medium,2024-11-24,2024-12-02,,False,False
THREAT-02954,APT28,Insider Threat,T1082 System Information Discovery,Energy,Database Server,True,3,0.12,Americas,Critical,Low,2022-02-06,2022-05-06,CVE-2026-48276,False,True
THREAT-02955,LockBit,Cloud Misconfiguration Exploitation,T1055 Process Injection,Energy,API Gateway,False,79,0.29,Global,Critical,Medium,2025-04-29,2025-09-19,CVE-2026-67440,False,True
THREAT-02956,Nation-State (China),Supply Chain Attack,T1003 OS Credential Dumping,Energy,Domain Controller,True,67,0.35,Asia-Pacific,Critical,High,2021-08-25,2022-01-07,,False,True
THREAT-02957,REvil,Insider Threat,T1569 System Services,Education,API Gateway,False,8,0.27,EMEA,High,Medium,2024-06-06,2024-08-06,CVE-2026-15337,False,True
THREAT-02958,Lazarus Group,Credential Theft,T1055 Process Injection,E-commerce,SaaS Application,True,70,0.48,Asia-Pacific,High,Medium,2021-11-13,2022-03-30,CVE-2026-73297,False,False
THREAT-02959,Conti,Cloud Misconfiguration Exploitation,T1053 Scheduled Task/Job,Education,Cloud VM,False,14,0.3,India,Critical,High,2023-09-17,2024-04-12,,False,False
THREAT-02960,LockBit,Zero-Day Exploit,T1048 Exfiltration Over Alternative Protocol,E-commerce,Database Server,True,23,0.59,Global,High,High,2023-06-09,2023-07-03,,False,False
THREAT-02961,TA505,Insider Threat,T1190 Exploit Public-Facing Application,Manufacturing,Web Server,False,10,0.19,EMEA,High,Low,2025-09-17,2026-08-10,CVE-2026-9455,False,True
THREAT-02962,Conti,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,Government,Web Server,False,87,0.14,India,Low,Low,2022-08-05,2022-10-05,,False,True
THREAT-02963,Lazarus Group,Web Application Attack,T1486 Data Encrypted for Impact,Education,API Gateway,False,12,0.44,India,High,High,2021-04-26,2022-03-16,,False,False
THREAT-02964,Script Kiddie,Phishing,T1021 Remote Services,Government,Domain Controller,True,68,0.53,India,Medium,High,2022-06-06,2022-07-24,,False,False
THREAT-02965,Nation-State (China),Supply Chain Attack,T1566 Phishing,Energy,SaaS Application,True,72,0.47,Asia-Pacific,Low,Low,2022-09-04,2022-11-07,CVE-2026-79236,False,True
THREAT-02966,Unknown,Web Application Attack,T1059 Command and Scripting Interpreter,Manufacturing,Payment Gateway,True,63,0.14,Americas,Critical,Medium,2022-12-10,2022-12-17,CVE-2026-15576,False,True
THREAT-02967,Script Kiddie,Supply Chain Attack,T1190 Exploit Public-Facing Application,Manufacturing,Payment Gateway,True,72,0.11,Asia-Pacific,High,Low,2026-02-17,2026-03-26,,False,True
THREAT-02968,APT29,Ransomware,T1110 Brute Force,E-commerce,Employee Laptop,True,8,0.34,Global,Medium,Low,2022-10-26,2023-03-08,,True,True
THREAT-02969,Sandworm,Credential Theft,T1003 OS Credential Dumping,Energy,Employee Laptop,False,76,0.56,Global,Low,Medium,2025-12-28,2026-01-15,,False,True
THREAT-02970,LockBit,Cryptojacking,T1133 External Remote Services,Energy,Domain Controller,True,49,0.41,Americas,Low,High,2023-01-18,2023-01-19,,False,False
THREAT-02971,Scattered Spider,Credential Theft,T1078 Valid Accounts,Energy,Domain Controller,True,25,0.26,India,Critical,High,2024-08-19,2024-11-05,CVE-2026-80515,False,False
THREAT-02972,Turla,Zero-Day Exploit,T1486 Data Encrypted for Impact,Insurance,API Gateway,True,14,0.46,Asia-Pacific,Low,Low,2024-02-23,2024-06-16,,False,False
THREAT-02973,Scattered Spider,Cloud Misconfiguration Exploitation,T1133 External Remote Services,Energy,Web Server,False,39,0.54,India,High,High,2026-03-22,2026-05-07,,False,True
THREAT-02974,ALPHV,Ransomware,T1105 Ingress Tool Transfer,Insurance,Email Server,True,9,0.55,EMEA,Critical,Low,2024-01-07,2024-10-11,CVE-2026-63248,True,False
THREAT-02975,Scattered Spider,Ransomware,T1190 Exploit Public-Facing Application,Healthcare,Email Server,False,6,0.63,India,High,Medium,2024-11-12,2024-12-10,CVE-2026-24772,True,True
THREAT-02976,REvil,Zero-Day Exploit,T1569 System Services,Government,Storage Bucket,True,82,0.54,Asia-Pacific,Low,Medium,2022-09-30,2023-08-06,CVE-2026-5853,False,False
THREAT-02977,Nation-State (Russia),Supply Chain Attack,T1027 Obfuscated Files or Information,Energy,Employee Laptop,False,16,0.1,Asia-Pacific,Low,Medium,2023-08-07,2023-08-20,,False,False
THREAT-02978,APT28,Supply Chain Attack,T1133 External Remote Services,E-commerce,Web Server,False,21,0.54,Asia-Pacific,Low,High,2022-09-15,2022-11-22,,False,False
THREAT-02979,Mustang Panda,Supply Chain Attack,T1070 Indicator Removal,Insurance,API Gateway,True,87,0.21,Global,High,Medium,2026-03-25,2026-09-04,,True,False
THREAT-02980,Insider,Cryptojacking,T1059 Command and Scripting Interpreter,Energy,SaaS Application,False,84,0.5,EMEA,Low,Low,2024-02-13,2024-08-05,,False,True
THREAT-02981,Cybercrime Syndicate,Credential Theft,T1078 Valid Accounts,Energy,Employee Laptop,True,92,0.5,Global,Medium,Low,2021-03-29,2021-03-30,CVE-2026-67282,False,False
THREAT-02982,REvil,DDoS,T1569 System Services,IT Services,Storage Bucket,False,24,0.74,India,Medium,Medium,2022-08-17,2022-10-31,CVE-2026-18329,False,False
THREAT-02983,ALPHV,Business Email Compromise,T1190 Exploit Public-Facing Application,Energy,SaaS Application,False,92,0.29,Asia-Pacific,Critical,Low,2023-05-18,2023-12-02,,False,False
THREAT-02984,Mustang Panda,Zero-Day Exploit,T1053 Scheduled Task/Job,Energy,Payment Gateway,False,34,0.55,India,High,Medium,2021-06-14,2022-04-24,,False,False
THREAT-02985,Insider,Business Email Compromise,T1036 Masquerading,Energy,Kubernetes Cluster,False,27,0.41,Americas,Low,Medium,2023-08-09,2023-11-21,,False,True
THREAT-02986,Sandworm,Ransomware,T1562 Impair Defenses,E-commerce,Storage Bucket,True,19,0.4,India,Critical,Low,2024-08-24,2025-04-10,,True,False
THREAT-02987,APT29,Cloud Misconfiguration Exploitation,T1055 Process Injection,Manufacturing,Database Server,True,5,0.43,Americas,High,Low,2024-04-07,2024-07-18,CVE-2026-81664,False,True
THREAT-02988,REvil,Supply Chain Attack,T1053 Scheduled Task/Job,Energy,Cloud VM,False,85,0.28,Americas,Critical,Medium,2025-05-23,2025-06-12,,False,False
