asset_id,organization_id,business_unit_id,asset_name,asset_type,operating_system,environment,cloud_provider,region,internet_exposed,asset_owner,business_service,data_classification,asset_criticality,confidentiality_score,integrity_score,availability_score,revenue_dependency,customer_dependency,regulatory_dependency,dependency_count,asset_age_days,current_risk_score
AST-06427,ORG-016,BU-0097,IAM System 6427,IAM System,SaaS,Production,On-Premise,ap-south-1,False,owner_173@corp.com,HR System,Confidential,Critical,9,10,9,0.78,0.06,0.11,14,300,9.7
AST-06428,ORG-022,BU-0129,CI/CD Server 6428,CI/CD Server,Linux,Development,On-Premise,us-east-1,False,owner_299@corp.com,Payment Processing,Internal,Low,1,2,2,0.0,0.04,0.32,15,854,1.6
AST-06429,ORG-011,BU-0066,Web Server 6429,Web Server,Windows Server 2022,Production,Azure,eu-west-1,True,owner_432@corp.com,Supply Chain,Highly Confidential,High,6,9,7,0.71,0.24,0.78,6,2312,10
AST-06430,ORG-021,BU-0128,Network Device 6430,Network Device,Proprietary,Production,On-Premise,us-east-1,False,owner_380@corp.com,ERP,Confidential,Critical,10,9,10,0.39,0.21,0.08,4,2275,7.5
AST-06431,ORG-004,BU-0020,SaaS Application 6431,SaaS Application,SaaS,Production,GCP,us-east-1,True,owner_34@corp.com,CRM,Confidential,Medium,5,4,6,0.24,0.88,0.07,11,2477,6.5
AST-06432,ORG-025,BU-0149,Email Server 6432,Email Server,Linux,Production,AWS,ap-south-1,False,owner_136@corp.com,API Platform,Confidential,Critical,10,10,10,0.36,0.09,0.0,10,1982,10
AST-06433,ORG-017,BU-0108,API Gateway 6433,API Gateway,Linux,Staging,On-Premise,ap-southeast-1,False,owner_497@corp.com,Payment Processing,Confidential,Medium,6,3,6,0.36,0.19,0.41,9,1727,3.0
AST-06434,ORG-017,BU-0109,Payment Gateway 6434,Payment Gateway,Linux,Production,AWS,us-east-1,True,owner_321@corp.com,HR System,Confidential,High,6,9,9,0.35,0.74,0.08,12,1424,8.3
AST-06435,ORG-014,BU-0087,VPN Gateway 6435,VPN Gateway,Linux,Production,GCP,eu-west-1,True,owner_213@corp.com,Payment Processing,Highly Confidential,High,8,7,6,0.99,0.45,0.81,11,360,10
AST-06436,ORG-012,BU-0074,Network Device 6436,Network Device,Proprietary,Production,Azure,ap-south-1,False,owner_453@corp.com,Payment Processing,Highly Confidential,High,7,9,6,0.45,0.19,0.66,13,483,8.8
AST-06437,ORG-004,BU-0024,Application Server 6437,Application Server,Windows Server 2022,Production,AWS,ap-south-1,False,owner_110@corp.com,Communication,Highly Confidential,Critical,10,10,8,0.85,0.11,0.77,4,1357,5.2
AST-06438,ORG-019,BU-0120,Domain Controller 6438,Domain Controller,Windows Server 2022,Production,AWS,us-east-1,False,owner_12@corp.com,Data Analytics,Confidential,Medium,5,6,6,0.26,0.08,0.45,5,1847,5.4
AST-06439,ORG-001,BU-0004,Email Server 6439,Email Server,Windows Server 2019,Production,On-Premise,us-east-1,False,owner_52@corp.com,Payment Processing,Internal,Medium,4,3,3,0.44,0.26,0.17,7,938,4.0
AST-06440,ORG-017,BU-0109,Payment Gateway 6440,Payment Gateway,Linux,Production,On-Premise,ap-southeast-1,False,owner_234@corp.com,Payment Processing,Confidential,High,6,7,8,0.55,0.08,0.11,3,1363,9.1
AST-06441,ORG-022,BU-0134,API Gateway 6441,API Gateway,Linux,Staging,Azure,eu-west-1,False,owner_462@corp.com,Core Banking,Confidential,Medium,3,6,6,0.46,0.23,0.46,15,289,3.1
AST-06442,ORG-002,BU-0009,Kubernetes Cluster 6442,Kubernetes Cluster,Linux,Production,Azure,ap-south-1,True,owner_372@corp.com,DevOps Pipeline,Highly Confidential,High,8,6,8,0.35,0.7,0.86,10,468,9.4
AST-06443,ORG-002,BU-0008,Cloud VM 6443,Cloud VM,Linux,Development,AWS,ap-south-1,False,owner_417@corp.com,Core Banking,Highly Confidential,Medium,6,4,3,0.36,0.19,0.79,12,464,2.6
AST-06444,ORG-014,BU-0086,CI/CD Server 6444,CI/CD Server,Linux,Development,GCP,ap-southeast-1,False,owner_270@corp.com,CRM,Highly Confidential,Low,1,3,2,0.0,0.13,0.94,5,63,2.0
AST-06445,ORG-020,BU-0121,Cloud VM 6445,Cloud VM,Linux,Testing,AWS,ap-south-1,False,owner_195@corp.com,Supply Chain,Highly Confidential,Low,3,2,2,0.15,0.27,0.92,8,378,1.2
AST-06446,ORG-008,BU-0046,IoT Device 6446,IoT Device,Embedded,Production,GCP,ap-southeast-1,True,owner_268@corp.com,Communication,Confidential,High,8,7,7,0.34,0.94,0.31,9,1392,10
AST-06447,ORG-017,BU-0110,Database Server 6447,Database Server,Linux,Production,On-Premise,ap-southeast-1,False,owner_444@corp.com,Payment Processing,Highly Confidential,High,7,9,6,0.77,0.13,0.53,13,1891,8.6
AST-06448,ORG-006,BU-0037,Storage Bucket 6448,Storage Bucket,N/A,Development,GCP,eu-west-1,False,owner_415@corp.com,CRM,Public,Low,3,3,1,0.45,0.24,0.03,9,2484,1.4
AST-06449,ORG-014,BU-0084,Web Server 6449,Web Server,Linux,Staging,Azure,ap-south-1,False,owner_306@corp.com,API Platform,Public,Medium,6,6,4,0.04,0.38,0.41,10,172,3.9
AST-06450,ORG-010,BU-0061,API Gateway 6450,API Gateway,Linux,Production,GCP,ap-south-1,False,owner_464@corp.com,Security Ops,Confidential,High,7,8,7,0.79,0.23,0.28,11,1486,7.6
AST-06451,ORG-003,BU-0010,Web Server 6451,Web Server,Windows Server 2022,Production,Azure,us-east-1,False,owner_143@corp.com,Supply Chain,Highly Confidential,High,7,7,6,0.8,0.02,0.61,2,2399,6.5
AST-06452,ORG-010,BU-0058,Database Server 6452,Database Server,Windows Server 2019,Production,AWS,ap-southeast-1,False,owner_429@corp.com,Email,Confidential,High,8,9,6,0.87,0.04,0.18,9,1380,5.0
AST-06453,ORG-014,BU-0085,Application Server 6453,Application Server,Windows Server 2022,Production,Azure,ap-southeast-1,True,owner_278@corp.com,Supply Chain,Confidential,Critical,8,9,10,0.92,0.8,0.13,9,118,8.5
AST-06454,ORG-022,BU-0135,Firewall 6454,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_254@corp.com,CRM,Highly Confidential,Critical,9,8,10,0.76,0.65,0.72,10,1433,7.5
AST-06455,ORG-001,BU-0005,Cloud VM 6455,Cloud VM,Windows Server 2022,Testing,On-Premise,ap-southeast-1,False,owner_254@corp.com,ERP,Internal,Medium,3,5,4,0.16,0.14,0.36,1,1408,4.6
AST-06456,ORG-021,BU-0126,Email Server 6456,Email Server,Windows Server 2019,Production,AWS,ap-south-1,False,owner_236@corp.com,Core Banking,Highly Confidential,Critical,9,10,9,0.5,0.4,0.71,2,2109,8.9
AST-06457,ORG-003,BU-0016,Web Server 6457,Web Server,Linux,Production,Azure,ap-south-1,False,owner_125@corp.com,Security Ops,Confidential,Critical,10,10,10,0.79,0.36,0.49,4,2223,5.2
AST-06458,ORG-019,BU-0119,Email Server 6458,Email Server,Linux,Production,GCP,ap-south-1,False,owner_349@corp.com,HR System,Confidential,High,6,6,8,0.59,0.32,0.37,1,2026,5.1
AST-06459,ORG-015,BU-0094,CI/CD Server 6459,CI/CD Server,Linux,Development,Azure,us-east-1,False,owner_145@corp.com,Core Banking,Public,Medium,6,5,5,0.09,0.07,0.45,6,634,2.6
AST-06460,ORG-015,BU-0089,Web Server 6460,Web Server,Windows Server 2022,Staging,GCP,ap-south-1,False,owner_480@corp.com,HR System,Confidential,Low,1,1,1,0.17,0.31,0.05,3,1591,1.7
AST-06461,ORG-007,BU-0039,Cloud VM 6461,Cloud VM,Linux,Development,Azure,eu-west-1,False,owner_402@corp.com,Payment Processing,Public,Low,1,3,3,0.49,0.14,0.22,0,1877,1.4
AST-06462,ORG-009,BU-0053,Cloud VM 6462,Cloud VM,Windows Server 2022,Testing,On-Premise,ap-southeast-1,False,owner_411@corp.com,Communication,Confidential,Medium,5,6,6,0.19,0.1,0.39,8,969,5.2
AST-06463,ORG-013,BU-0079,Network Device 6463,Network Device,Proprietary,Production,On-Premise,us-east-1,False,owner_312@corp.com,HR System,Confidential,High,9,8,6,0.68,0.07,0.29,13,374,5.4
AST-06464,ORG-003,BU-0015,Firewall 6464,Firewall,Proprietary,Production,On-Premise,eu-west-1,False,owner_282@corp.com,Core Banking,Confidential,High,6,6,7,0.44,0.33,0.47,9,1345,7.7
AST-06465,ORG-003,BU-0013,Application Server 6465,Application Server,Windows Server 2022,Production,GCP,us-east-1,False,owner_376@corp.com,Customer Portal,Confidential,High,9,9,7,0.84,0.25,0.47,13,1224,6.7
AST-06466,ORG-016,BU-0102,Email Server 6466,Email Server,Linux,Production,On-Premise,ap-south-1,True,owner_446@corp.com,HR System,Highly Confidential,Critical,8,10,8,0.41,0.22,0.81,5,196,7.6
AST-06467,ORG-006,BU-0033,Employee Laptop 6467,Employee Laptop,Windows 11,Production,AWS,ap-south-1,True,owner_284@corp.com,DevOps Pipeline,Confidential,High,6,9,8,0.79,0.56,0.27,3,558,8.8
AST-06468,ORG-011,BU-0063,VPN Gateway 6468,VPN Gateway,Linux,Production,GCP,us-east-1,False,owner_111@corp.com,Communication,Public,Medium,5,6,6,0.38,0.28,0.31,10,307,3.1
AST-06469,ORG-014,BU-0084,Kubernetes Cluster 6469,Kubernetes Cluster,Linux,Staging,AWS,ap-southeast-1,False,owner_248@corp.com,Security Ops,Public,Low,1,1,2,0.29,0.29,0.02,5,2260,1.3
AST-06470,ORG-022,BU-0130,CI/CD Server 6470,CI/CD Server,Linux,Development,AWS,ap-south-1,False,owner_289@corp.com,DevOps Pipeline,Internal,Low,3,1,2,0.13,0.37,0.41,11,1288,2.2
AST-06471,ORG-006,BU-0036,Network Device 6471,Network Device,Proprietary,Production,Azure,ap-southeast-1,False,owner_101@corp.com,Payment Processing,Highly Confidential,High,9,9,8,0.85,0.25,0.9,11,1353,9.2
AST-06472,ORG-023,BU-0138,Storage Bucket 6472,Storage Bucket,N/A,Development,Azure,ap-southeast-1,False,owner_127@corp.com,DevOps Pipeline,Highly Confidential,Low,3,1,1,0.1,0.37,0.94,11,1372,1.5
AST-06473,ORG-023,BU-0137,Domain Controller 6473,Domain Controller,Windows Server 2022,Production,On-Premise,eu-west-1,False,owner_239@corp.com,Customer Portal,Confidential,High,7,7,8,0.36,0.32,0.33,13,167,9.2
AST-06474,ORG-008,BU-0045,Payment Gateway 6474,Payment Gateway,Linux,Production,On-Premise,ap-southeast-1,True,owner_307@corp.com,ERP,Highly Confidential,Critical,10,10,9,0.66,0.64,0.75,5,2145,9.8
AST-06475,ORG-024,BU-0144,Employee Laptop 6475,Employee Laptop,Windows 11,Production,AWS,eu-west-1,False,owner_105@corp.com,ERP,Highly Confidential,High,9,9,8,0.88,0.15,0.89,15,864,6.8
AST-06476,ORG-022,BU-0132,Storage Bucket 6476,Storage Bucket,N/A,Development,On-Premise,ap-southeast-1,False,owner_239@corp.com,Customer Portal,Public,Medium,6,3,3,0.25,0.25,0.05,5,968,5.1
AST-06477,ORG-011,BU-0068,Database Server 6477,Database Server,Linux,Production,On-Premise,ap-south-1,False,owner_321@corp.com,Core Banking,Confidential,Medium,6,3,4,0.34,0.2,0.31,2,1125,5.2
AST-06478,ORG-009,BU-0054,SaaS Application 6478,SaaS Application,SaaS,Production,On-Premise,ap-southeast-1,False,owner_243@corp.com,DevOps Pipeline,Confidential,Critical,9,9,10,0.9,0.28,0.46,1,1261,6.2
AST-06479,ORG-007,BU-0041,Payment Gateway 6479,Payment Gateway,Linux,Production,GCP,ap-south-1,True,owner_61@corp.com,Customer Portal,Highly Confidential,Medium,3,4,4,0.05,0.95,0.89,2,595,5.1
AST-06480,ORG-009,BU-0056,File Server 6480,File Server,Linux,Production,Azure,eu-west-1,True,owner_316@corp.com,CRM,Highly Confidential,Medium,5,6,5,0.36,0.21,0.76,4,2186,5.4
AST-06481,ORG-019,BU-0118,Firewall 6481,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_255@corp.com,Supply Chain,Highly Confidential,High,8,6,6,0.49,0.82,0.64,8,896,10.0
AST-06482,ORG-020,BU-0122,VPN Gateway 6482,VPN Gateway,Linux,Production,On-Premise,ap-southeast-1,True,owner_194@corp.com,ERP,Internal,Medium,5,4,4,0.14,0.56,0.21,11,1129,6.2
AST-06483,ORG-006,BU-0033,File Server 6483,File Server,Linux,Production,Azure,us-east-1,False,owner_331@corp.com,Supply Chain,Highly Confidential,Critical,8,8,9,0.36,0.24,0.84,0,368,9.6
AST-06484,ORG-014,BU-0087,Workstation 6484,Workstation,Windows 11,Development,Azure,ap-south-1,False,owner_41@corp.com,Email,Public,Low,1,3,3,0.23,0.08,0.12,0,1660,2.0
AST-06485,ORG-002,BU-0009,Cloud VM 6485,Cloud VM,Windows Server 2022,Development,On-Premise,eu-west-1,False,owner_202@corp.com,File Sharing,Highly Confidential,Low,3,3,1,0.15,0.14,0.92,11,360,1.0
AST-06486,ORG-023,BU-0136,CI/CD Server 6486,CI/CD Server,Linux,Development,Azure,us-east-1,False,owner_259@corp.com,File Sharing,Confidential,Low,2,2,1,0.18,0.3,0.3,12,1333,1.9
AST-06487,ORG-014,BU-0085,API Gateway 6487,API Gateway,Linux,Production,AWS,eu-west-1,False,owner_223@corp.com,API Platform,Highly Confidential,Critical,10,10,8,0.76,0.09,0.5,15,1984,10
AST-06488,ORG-010,BU-0059,Network Device 6488,Network Device,Proprietary,Production,On-Premise,us-east-1,False,owner_471@corp.com,CRM,Internal,Medium,3,3,3,0.41,0.09,0.16,14,1814,5.8
AST-06489,ORG-007,BU-0039,Web Server 6489,Web Server,Windows Server 2022,Staging,GCP,ap-south-1,False,owner_449@corp.com,API Platform,Public,Low,1,2,3,0.2,0.16,0.1,6,775,2.3
AST-06490,ORG-017,BU-0103,API Gateway 6490,API Gateway,Linux,Staging,On-Premise,us-east-1,False,owner_424@corp.com,CRM,Internal,Low,1,2,1,0.02,0.38,0.2,8,614,1.4
AST-06491,ORG-023,BU-0138,VPN Gateway 6491,VPN Gateway,Linux,Production,GCP,eu-west-1,False,owner_344@corp.com,Supply Chain,Confidential,Critical,10,9,8,0.6,0.03,0.06,11,1435,9.7
AST-06492,ORG-015,BU-0090,Firewall 6492,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_331@corp.com,API Platform,Confidential,Critical,9,10,8,0.38,0.43,0.29,9,1221,9.7
AST-06493,ORG-016,BU-0097,Email Server 6493,Email Server,Windows Server 2019,Production,AWS,ap-southeast-1,True,owner_148@corp.com,API Platform,Highly Confidential,Critical,10,9,8,0.51,0.22,0.84,0,2418,8.6
AST-06494,ORG-003,BU-0015,Database Server 6494,Database Server,Linux,Production,GCP,ap-southeast-1,False,owner_163@corp.com,DevOps Pipeline,Confidential,Critical,8,9,8,0.65,0.13,0.49,13,2111,10
AST-06495,ORG-010,BU-0057,SaaS Application 6495,SaaS Application,SaaS,Production,On-Premise,ap-southeast-1,False,owner_372@corp.com,Supply Chain,Public,Medium,4,5,5,0.35,0.37,0.18,11,438,3.7
AST-06496,ORG-017,BU-0104,Domain Controller 6496,Domain Controller,Windows Server 2022,Production,Azure,ap-south-1,False,owner_310@corp.com,Security Ops,Highly Confidential,Critical,10,8,10,0.5,0.05,0.89,13,2457,5.6
AST-06497,ORG-003,BU-0012,Workstation 6497,Workstation,Windows 11,Development,GCP,us-east-1,False,owner_253@corp.com,Communication,Public,Medium,3,6,4,0.23,0.29,0.2,2,2314,5.3
AST-06498,ORG-006,BU-0033,Email Server 6498,Email Server,Windows Server 2019,Production,AWS,us-east-1,False,owner_53@corp.com,Core Banking,Highly Confidential,Critical,10,9,10,0.63,0.19,0.99,8,883,9.6
AST-06499,ORG-008,BU-0043,CI/CD Server 6499,CI/CD Server,Linux,Development,On-Premise,ap-south-1,False,owner_365@corp.com,DevOps Pipeline,Public,Low,2,3,1,0.3,0.2,0.04,13,397,2.3
AST-06500,ORG-001,BU-0003,Network Device 6500,Network Device,Proprietary,Production,AWS,eu-west-1,True,owner_109@corp.com,Data Analytics,Highly Confidential,High,8,8,8,0.32,0.84,0.85,5,1471,7.3
AST-06501,ORG-020,BU-0122,Web Server 6501,Web Server,Windows Server 2022,Production,Azure,ap-south-1,True,owner_10@corp.com,Supply Chain,Highly Confidential,High,7,9,8,0.85,0.77,0.57,4,544,7.2
AST-06502,ORG-002,BU-0007,CI/CD Server 6502,CI/CD Server,Linux,Development,On-Premise,ap-south-1,False,owner_253@corp.com,Supply Chain,Public,Low,2,3,2,0.12,0.39,0.49,0,2406,1.5
AST-06503,ORG-013,BU-0077,Storage Bucket 6503,Storage Bucket,N/A,Production,On-Premise,ap-south-1,True,owner_13@corp.com,Core Banking,Confidential,High,8,6,8,0.97,0.38,0.22,4,518,6.0
AST-06504,ORG-012,BU-0074,IAM System 6504,IAM System,SaaS,Production,On-Premise,ap-south-1,False,owner_232@corp.com,API Platform,Confidential,Critical,9,8,8,0.57,0.1,0.03,9,906,10
AST-06505,ORG-014,BU-0084,Workstation 6505,Workstation,Windows 11,Production,GCP,ap-south-1,True,owner_29@corp.com,HR System,Confidential,High,7,8,8,0.44,0.27,0.18,0,1617,7.1
AST-06506,ORG-009,BU-0053,Domain Controller 6506,Domain Controller,Windows Server 2022,Production,GCP,ap-south-1,False,owner_433@corp.com,Communication,Confidential,High,7,6,7,0.85,0.26,0.26,0,1583,4.1
AST-06507,ORG-007,BU-0038,Payment Gateway 6507,Payment Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_414@corp.com,Customer Portal,Highly Confidential,Critical,10,10,8,0.7,0.09,0.7,0,1895,10
AST-06508,ORG-007,BU-0039,Workstation 6508,Workstation,Windows 11,Production,AWS,us-east-1,False,owner_377@corp.com,DevOps Pipeline,Confidential,Critical,10,10,9,0.64,0.24,0.16,7,976,6.6
AST-06509,ORG-005,BU-0031,Firewall 6509,Firewall,Proprietary,Production,Azure,us-east-1,True,owner_335@corp.com,Data Analytics,Public,Medium,3,5,6,0.49,0.29,0.02,8,2485,7.1
AST-06510,ORG-020,BU-0121,Cloud VM 6510,Cloud VM,Linux,Production,Azure,eu-west-1,True,owner_215@corp.com,Security Ops,Confidential,Critical,8,8,8,0.98,0.64,0.21,0,775,9.5
AST-06511,ORG-009,BU-0051,Employee Laptop 6511,Employee Laptop,macOS Ventura,Production,On-Premise,ap-southeast-1,False,owner_156@corp.com,ERP,Highly Confidential,Critical,10,8,9,0.32,0.1,0.57,2,215,7.6
AST-06512,ORG-010,BU-0061,CI/CD Server 6512,CI/CD Server,Linux,Development,On-Premise,ap-south-1,False,owner_22@corp.com,DevOps Pipeline,Confidential,Medium,3,4,6,0.06,0.22,0.49,15,2163,3.6
AST-06513,ORG-020,BU-0121,IoT Device 6513,IoT Device,Embedded,Production,Azure,eu-west-1,False,owner_25@corp.com,API Platform,Highly Confidential,High,9,9,6,0.73,0.32,0.96,4,1995,9.3
AST-06514,ORG-012,BU-0074,Email Server 6514,Email Server,Windows Server 2019,Production,On-Premise,eu-west-1,False,owner_227@corp.com,File Sharing,Confidential,High,7,7,6,0.42,0.09,0.23,3,2220,6.3
AST-06515,ORG-017,BU-0105,Email Server 6515,Email Server,Linux,Production,AWS,ap-south-1,False,owner_331@corp.com,DevOps Pipeline,Highly Confidential,Medium,5,3,4,0.38,0.29,0.75,15,749,5.3
AST-06516,ORG-016,BU-0100,Database Server 6516,Database Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,True,owner_144@corp.com,Supply Chain,Confidential,High,7,7,9,0.6,0.34,0.26,1,280,8.7
AST-06517,ORG-002,BU-0006,Cloud VM 6517,Cloud VM,Linux,Development,On-Premise,ap-southeast-1,False,owner_256@corp.com,File Sharing,Confidential,Medium,5,3,4,0.41,0.26,0.29,11,1485,3.5
AST-06518,ORG-019,BU-0118,IAM System 6518,IAM System,SaaS,Production,AWS,ap-southeast-1,False,owner_410@corp.com,File Sharing,Confidential,High,9,6,8,0.98,0.12,0.18,12,2255,7.4
AST-06519,ORG-024,BU-0142,Storage Bucket 6519,Storage Bucket,N/A,Development,On-Premise,us-east-1,False,owner_222@corp.com,CRM,Public,Low,1,1,3,0.02,0.08,0.12,3,1162,2.2
AST-06520,ORG-001,BU-0005,Domain Controller 6520,Domain Controller,Windows Server 2022,Production,Azure,ap-southeast-1,False,owner_70@corp.com,Customer Portal,Confidential,High,6,6,9,0.52,0.14,0.15,10,1960,8.4
AST-06521,ORG-014,BU-0088,API Gateway 6521,API Gateway,Linux,Staging,On-Premise,ap-southeast-1,False,owner_389@corp.com,API Platform,Internal,Medium,5,3,4,0.05,0.16,0.03,0,2165,4.4
AST-06522,ORG-013,BU-0082,IAM System 6522,IAM System,SaaS,Production,On-Premise,ap-south-1,False,owner_30@corp.com,HR System,Highly Confidential,Critical,10,8,10,0.7,0.34,0.69,14,758,6.9
AST-06523,ORG-012,BU-0075,Application Server 6523,Application Server,Linux,Development,On-Premise,eu-west-1,False,owner_204@corp.com,Communication,Public,Medium,6,5,3,0.43,0.12,0.1,6,1400,5.3
AST-06524,ORG-021,BU-0128,IAM System 6524,IAM System,SaaS,Production,On-Premise,eu-west-1,True,owner_97@corp.com,Communication,Highly Confidential,Critical,10,10,10,0.39,0.7,0.74,8,1257,9.9
AST-06525,ORG-024,BU-0145,Network Device 6525,Network Device,Proprietary,Production,GCP,ap-southeast-1,True,owner_366@corp.com,Communication,Highly Confidential,High,8,8,9,0.66,0.3,0.58,5,492,9.2
AST-06526,ORG-010,BU-0058,Firewall 6526,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,False,owner_380@corp.com,Security Ops,Highly Confidential,High,6,6,7,0.79,0.26,0.57,4,1280,4.8
AST-06527,ORG-017,BU-0108,File Server 6527,File Server,Windows Server 2019,Production,GCP,ap-south-1,True,owner_346@corp.com,Email,Confidential,High,7,7,9,0.39,0.53,0.47,11,506,6.4
AST-06528,ORG-023,BU-0136,Employee Laptop 6528,Employee Laptop,macOS Ventura,Production,AWS,eu-west-1,False,owner_237@corp.com,Email,Highly Confidential,Critical,10,9,9,0.89,0.22,0.6,2,577,9.2
AST-06529,ORG-023,BU-0138,Network Device 6529,Network Device,Proprietary,Production,AWS,ap-south-1,False,owner_102@corp.com,Payment Processing,Confidential,High,9,7,6,0.68,0.23,0.47,8,1249,5.1
AST-06530,ORG-024,BU-0143,API Gateway 6530,API Gateway,Linux,Staging,On-Premise,ap-south-1,False,owner_320@corp.com,Core Banking,Confidential,Medium,5,3,3,0.31,0.22,0.0,13,1750,4.2
AST-06531,ORG-019,BU-0117,CI/CD Server 6531,CI/CD Server,Linux,Development,GCP,ap-southeast-1,False,owner_308@corp.com,Security Ops,Public,Low,1,2,1,0.35,0.1,0.07,2,1672,1.7
AST-06532,ORG-011,BU-0066,Firewall 6532,Firewall,Proprietary,Production,On-Premise,eu-west-1,False,owner_347@corp.com,Customer Portal,Confidential,High,7,7,7,0.7,0.14,0.07,0,2343,9.1
AST-06533,ORG-021,BU-0125,Application Server 6533,Application Server,Linux,Production,On-Premise,eu-west-1,True,owner_265@corp.com,Email,Highly Confidential,High,7,6,8,1.0,0.9,0.5,5,2094,6.9
AST-06534,ORG-010,BU-0060,API Gateway 6534,API Gateway,Linux,Staging,Azure,ap-south-1,False,owner_389@corp.com,Core Banking,Highly Confidential,Medium,5,6,3,0.41,0.29,0.59,3,2359,3.4
AST-06535,ORG-004,BU-0022,Email Server 6535,Email Server,Windows Server 2019,Production,GCP,ap-southeast-1,False,owner_187@corp.com,Payment Processing,Highly Confidential,Critical,10,9,8,0.93,0.39,0.63,1,386,7.3
AST-06536,ORG-004,BU-0018,Firewall 6536,Firewall,Proprietary,Production,On-Premise,ap-southeast-1,False,owner_217@corp.com,Core Banking,Internal,Medium,3,4,5,0.5,0.34,0.05,5,460,5.0
AST-06537,ORG-009,BU-0052,Kubernetes Cluster 6537,Kubernetes Cluster,Linux,Staging,On-Premise,ap-south-1,False,owner_157@corp.com,Security Ops,Public,Low,3,1,1,0.32,0.1,0.5,11,1484,1.6
AST-06538,ORG-022,BU-0133,File Server 6538,File Server,Linux,Production,On-Premise,us-east-1,False,owner_469@corp.com,Email,Highly Confidential,High,8,9,9,0.5,0.23,0.76,0,249,4.5
AST-06539,ORG-006,BU-0033,VPN Gateway 6539,VPN Gateway,Linux,Production,GCP,ap-southeast-1,False,owner_200@corp.com,Communication,Highly Confidential,Critical,10,8,8,0.33,0.19,0.54,7,134,7.2
AST-06540,ORG-024,BU-0140,CI/CD Server 6540,CI/CD Server,Linux,Development,On-Premise,us-east-1,False,owner_492@corp.com,ERP,Confidential,Low,3,2,2,0.1,0.34,0.06,7,1533,1.2
AST-06541,ORG-009,BU-0052,Application Server 6541,Application Server,Windows Server 2022,Production,GCP,us-east-1,False,owner_396@corp.com,CRM,Highly Confidential,High,6,8,9,0.5,0.14,0.51,13,1062,4.3
AST-06542,ORG-004,BU-0019,IAM System 6542,IAM System,SaaS,Production,AWS,eu-west-1,True,owner_387@corp.com,CRM,Confidential,High,9,8,6,0.84,0.35,0.44,0,1075,6.1
AST-06543,ORG-021,BU-0128,File Server 6543,File Server,Linux,Production,AWS,us-east-1,False,owner_479@corp.com,Customer Portal,Confidential,Critical,10,8,9,0.6,0.37,0.33,0,727,5.7
AST-06544,ORG-011,BU-0062,Payment Gateway 6544,Payment Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_123@corp.com,Core Banking,Highly Confidential,High,9,9,7,0.51,0.38,0.89,5,1191,4.5
AST-06545,ORG-025,BU-0149,Storage Bucket 6545,Storage Bucket,N/A,Development,On-Premise,eu-west-1,False,owner_37@corp.com,Payment Processing,Internal,Medium,4,6,5,0.42,0.31,0.37,3,112,2.8
AST-06546,ORG-014,BU-0085,Domain Controller 6546,Domain Controller,Windows Server 2022,Production,GCP,ap-south-1,False,owner_390@corp.com,API Platform,Highly Confidential,Critical,10,10,10,0.86,0.02,0.73,1,1769,9.2
AST-06547,ORG-006,BU-0036,VPN Gateway 6547,VPN Gateway,Linux,Production,On-Premise,ap-south-1,False,owner_465@corp.com,Communication,Confidential,High,6,8,9,0.58,0.21,0.5,2,500,5.8
AST-06548,ORG-004,BU-0025,File Server 6548,File Server,Windows Server 2019,Production,Azure,ap-south-1,False,owner_242@corp.com,Email,Highly Confidential,High,6,8,8,0.79,0.14,0.65,1,1281,8.5
AST-06549,ORG-006,BU-0033,Workstation 6549,Workstation,Windows 11,Development,On-Premise,us-east-1,False,owner_293@corp.com,API Platform,Confidential,Low,1,1,1,0.29,0.26,0.17,3,1317,1.1
AST-06550,ORG-020,BU-0121,Payment Gateway 6550,Payment Gateway,Linux,Production,Azure,ap-southeast-1,True,owner_397@corp.com,Supply Chain,Confidential,High,6,7,7,0.67,0.31,0.3,15,40,9.4
AST-06551,ORG-024,BU-0145,Payment Gateway 6551,Payment Gateway,Linux,Production,On-Premise,us-east-1,False,owner_229@corp.com,Security Ops,Confidential,Medium,6,6,4,0.22,0.07,0.32,0,682,5.0
AST-06552,ORG-025,BU-0152,Employee Laptop 6552,Employee Laptop,macOS Ventura,Production,AWS,ap-south-1,True,owner_433@corp.com,API Platform,Highly Confidential,High,7,8,8,0.82,0.98,0.72,7,1196,10
AST-06553,ORG-003,BU-0013,Storage Bucket 6553,Storage Bucket,N/A,Development,Azure,ap-southeast-1,False,owner_234@corp.com,ERP,Internal,Medium,3,3,4,0.03,0.0,0.27,7,1099,3.1
AST-06554,ORG-020,BU-0122,CI/CD Server 6554,CI/CD Server,Linux,Development,On-Premise,ap-south-1,False,owner_240@corp.com,CRM,Public,Low,3,3,3,0.07,0.26,0.01,4,1431,2.1
