remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-017627,VULN-000695,AST-07360,Upgrade firewall,Network,212650,23,31.6,1568700,High,CTRL-0247,Requires vendor coordination,2026-10-01,In Progress
REM-017628,VULN-027467,AST-05931,Encrypt database,Data Protection,67861,8,28.1,231151,Low,CTRL-0237,Requires vendor coordination,2026-09-15,Pending
REM-017629,VULN-008187,AST-06005,Upgrade firewall,Network,290279,25,24.6,3622901,High,CTRL-0337,Requires budget approval,2026-10-11,Pending
REM-017630,VULN-028584,AST-07216,Enable MFA,Identity,14283,8,38.5,47982,Critical,CTRL-0152,Requires vendor coordination,2026-09-15,Completed
REM-017631,VULN-004558,AST-01517,Disable account,Identity,1716,10,22.1,14677,Low,CTRL-0301,Requires downtime window,2026-09-14,Overdue
REM-017632,VULN-005695,AST-04743,Disable account,Identity,2265,7,20.1,25998,Critical,CTRL-0090,Requires budget approval,2026-09-12,Completed
REM-017633,VULN-027670,AST-02751,Increase monitoring,Monitoring,49840,16,22.0,620467,Low,CTRL-0332,Requires budget approval,2026-09-24,In Progress
REM-017634,VULN-004933,AST-05195,Patch vulnerability,Patching,19338,12,48.0,117923,Critical,CTRL-0150,Requires change approval,2026-09-20,Overdue
REM-017635,VULN-006645,AST-03449,Enable backup,Resilience,40835,7,36.9,490774,Critical,CTRL-0008,Requires change approval,2026-09-17,In Progress
REM-017636,VULN-011660,AST-08144,Patch vulnerability,Patching,15058,7,43.2,174063,High,CTRL-0142,Requires downtime window,2026-09-24,Pending
REM-017637,VULN-007715,AST-08049,Apply least privilege,Identity,21725,18,32.9,140177,Medium,CTRL-0178,Requires downtime window,2026-10-05,In Progress
REM-017638,VULN-024987,AST-06394,Network segmentation,Network,223957,36,30.0,788265,Critical,CTRL-0172,Requires change approval,2026-10-20,In Progress
REM-017639,VULN-025150,AST-09095,Disable account,Identity,1813,1,22.2,15902,Critical,CTRL-0044,Requires downtime window,2026-09-13,Overdue
REM-017640,VULN-008432,AST-02727,Disable account,Identity,2466,7,23.3,31337,High,CTRL-0241,Requires change approval,2026-09-24,In Progress
REM-017641,VULN-009604,AST-03009,Increase monitoring,Monitoring,50901,5,19.0,224599,Low,CTRL-0011,Requires downtime window,2026-09-12,Completed
REM-017642,VULN-015380,AST-04863,Network segmentation,Network,126613,27,39.2,1330215,High,CTRL-0300,Requires downtime window,2026-10-14,Pending
REM-017643,VULN-006851,AST-04985,Apply least privilege,Identity,21633,10,29.7,134981,Medium,CTRL-0157,Requires downtime window,2026-09-27,Pending
REM-017644,VULN-014757,AST-01551,Network segmentation,Network,159487,36,39.9,1438149,Low,CTRL-0387,None,2026-10-11,Pending
REM-017645,VULN-006649,AST-07460,Increase monitoring,Monitoring,41339,15,21.1,139718,Low,CTRL-0358,Requires budget approval,2026-10-01,Pending
REM-017646,VULN-008079,AST-04967,Deploy EDR,Endpoint,88714,23,31.8,931511,Low,CTRL-0083,None,2026-10-10,Completed
REM-017647,VULN-013759,AST-06549,Increase monitoring,Monitoring,55081,14,19.2,368583,Low,CTRL-0080,Requires budget approval,2026-09-25,Pending
REM-017648,VULN-008707,AST-09374,Network segmentation,Network,122485,31,27.6,1193764,Medium,CTRL-0303,Requires downtime window,2026-10-18,Completed
REM-017649,VULN-010959,AST-03868,Network segmentation,Network,197944,40,38.8,2580684,Low,CTRL-0085,None,2026-10-20,Completed
REM-017650,VULN-019805,AST-09702,Upgrade firewall,Network,206723,19,25.0,2723056,Critical,CTRL-0204,Requires budget approval,2026-09-25,Completed
REM-017651,VULN-001065,AST-07241,Fix cloud configuration,Cloud,13055,5,33.7,121774,Medium,CTRL-0146,Requires change approval,2026-09-20,In Progress
REM-017652,VULN-004579,AST-02802,Upgrade firewall,Network,140836,28,33.9,914789,Medium,CTRL-0294,Requires change approval,2026-10-13,Completed
REM-017653,VULN-006549,AST-01484,Network segmentation,Network,137553,36,35.6,1594271,Critical,CTRL-0044,Requires vendor coordination,2026-10-18,In Progress
REM-017654,VULN-021128,AST-00624,Enable backup,Resilience,45456,12,39.6,316277,Low,CTRL-0217,None,2026-09-16,In Progress
REM-017655,VULN-017601,AST-01101,Enable MFA,Identity,20665,13,30.4,221654,Medium,CTRL-0208,None,2026-09-26,Pending
REM-017656,VULN-022829,AST-00857,Fix cloud configuration,Cloud,7461,6,22.9,34912,Low,CTRL-0078,None,2026-09-24,Pending
REM-017657,VULN-014862,AST-02003,Disable account,Identity,1485,1,15.0,22225,High,CTRL-0338,None,2026-09-15,Overdue
REM-017658,VULN-027608,AST-00484,Patch vulnerability,Patching,18746,7,47.3,265939,Low,CTRL-0256,Requires change approval,2026-09-17,Overdue
REM-017659,VULN-009016,AST-09750,Fix cloud configuration,Cloud,9076,2,30.7,103160,Medium,CTRL-0304,Requires downtime window,2026-09-13,Pending
REM-017660,VULN-006643,AST-02552,Upgrade firewall,Network,257803,24,32.7,1861612,Low,CTRL-0308,Requires change approval,2026-09-28,Overdue
REM-017661,VULN-009081,AST-04810,Enable MFA,Identity,26940,4,47.2,84603,Medium,CTRL-0221,Requires vendor coordination,2026-09-21,Pending
REM-017662,VULN-004245,AST-03947,Increase monitoring,Monitoring,71600,9,18.7,984789,High,CTRL-0038,Requires change approval,2026-09-17,In Progress
REM-017663,VULN-020524,AST-09397,Apply least privilege,Identity,36244,12,34.1,130227,Medium,CTRL-0255,Requires downtime window,2026-09-20,In Progress
REM-017664,VULN-006683,AST-06286,Disable account,Identity,1474,5,15.3,6476,High,CTRL-0016,None,2026-09-10,Completed
REM-017665,VULN-018120,AST-09799,Patch vulnerability,Patching,20982,12,54.5,153378,High,CTRL-0064,None,2026-09-20,Pending
REM-017666,VULN-001510,AST-00618,Increase monitoring,Monitoring,49330,7,15.6,312045,Medium,CTRL-0073,Requires change approval,2026-09-13,Pending
REM-017667,VULN-008282,AST-09079,Enable backup,Resilience,49842,6,46.3,425926,Critical,CTRL-0016,None,2026-09-13,Completed
REM-017668,VULN-010623,AST-01369,Increase monitoring,Monitoring,55865,17,22.4,494563,Low,CTRL-0267,Requires vendor coordination,2026-10-01,In Progress
REM-017669,VULN-003422,AST-09812,Fix cloud configuration,Cloud,11759,1,22.1,38546,High,CTRL-0179,None,2026-09-12,Pending
REM-017670,VULN-020099,AST-00653,Increase monitoring,Monitoring,65554,10,18.6,246733,Medium,CTRL-0021,Requires downtime window,2026-09-26,Completed
REM-017671,VULN-001583,AST-03786,Encrypt database,Data Protection,79296,12,22.7,966962,High,CTRL-0115,Requires vendor coordination,2026-09-29,Pending
REM-017672,VULN-004613,AST-08743,Disable account,Identity,2356,11,19.8,26347,Critical,CTRL-0369,None,2026-09-18,Pending
REM-017673,VULN-010704,AST-04960,Enable backup,Resilience,36867,8,54.6,508927,Medium,CTRL-0066,Requires vendor coordination,2026-09-22,Pending
REM-017674,VULN-010097,AST-04133,Disable account,Identity,1485,4,15.9,7098,Medium,CTRL-0339,Requires change approval,2026-09-21,Pending
REM-017675,VULN-013909,AST-09661,Disable account,Identity,1768,1,19.3,25140,High,CTRL-0076,Requires vendor coordination,2026-09-08,In Progress
REM-017676,VULN-001918,AST-03907,Apply least privilege,Identity,35741,12,35.7,155790,High,CTRL-0206,Requires vendor coordination,2026-09-23,In Progress
REM-017677,VULN-018043,AST-01743,Enable backup,Resilience,43651,10,47.0,350748,High,CTRL-0209,Requires vendor coordination,2026-09-21,Pending
REM-017678,VULN-019708,AST-08044,Disable account,Identity,1835,10,15.6,8019,Medium,CTRL-0004,Requires downtime window,2026-09-28,Overdue
REM-017679,VULN-024311,AST-01786,Disable account,Identity,2327,4,14.1,25068,High,CTRL-0348,Requires vendor coordination,2026-09-12,Completed
REM-017680,VULN-010971,AST-07290,Fix cloud configuration,Cloud,8153,3,30.9,33522,Medium,CTRL-0261,Requires downtime window,2026-09-12,Pending
REM-017681,VULN-027644,AST-02787,Increase monitoring,Monitoring,55104,12,21.7,739060,High,CTRL-0085,Requires change approval,2026-09-26,Overdue
REM-017682,VULN-012202,AST-01018,Increase monitoring,Monitoring,44145,8,15.3,235043,Low,CTRL-0037,Requires change approval,2026-09-14,Pending
REM-017683,VULN-029216,AST-07846,Fix cloud configuration,Cloud,9527,11,33.7,37726,Medium,CTRL-0287,Requires downtime window,2026-09-21,Pending
REM-017684,VULN-016270,AST-04261,Disable account,Identity,1458,1,22.4,18310,Low,CTRL-0056,Requires budget approval,2026-09-17,Pending
REM-017685,VULN-028759,AST-06719,Apply least privilege,Identity,41894,11,25.2,216124,Medium,CTRL-0078,Requires change approval,2026-09-24,Completed
REM-017686,VULN-000615,AST-02680,Upgrade firewall,Network,276829,29,27.2,4110362,Low,CTRL-0364,Requires budget approval,2026-10-15,Pending
REM-017687,VULN-001256,AST-09785,Enable MFA,Identity,27531,4,29.4,84021,High,CTRL-0039,Requires downtime window,2026-09-15,Completed
REM-017688,VULN-007027,AST-03224,Deploy EDR,Endpoint,99241,14,49.4,314254,Medium,CTRL-0160,Requires vendor coordination,2026-09-25,Completed
REM-017689,VULN-018604,AST-07262,Apply least privilege,Identity,36075,13,29.7,359036,Medium,CTRL-0092,Requires change approval,2026-09-19,Completed
REM-017690,VULN-004659,AST-02599,Network segmentation,Network,204093,27,39.3,1815243,High,CTRL-0340,Requires budget approval,2026-10-10,Overdue
REM-017691,VULN-023990,AST-09125,Enable backup,Resilience,39731,8,44.1,228890,Low,CTRL-0059,Requires downtime window,2026-09-15,Completed
REM-017692,VULN-008059,AST-03984,Enable MFA,Identity,26141,9,39.8,205300,Low,CTRL-0209,Requires vendor coordination,2026-09-15,In Progress
REM-017693,VULN-012958,AST-08794,Patch vulnerability,Patching,15575,1,45.2,201231,Low,CTRL-0268,Requires change approval,2026-09-17,Completed
REM-017694,VULN-017754,AST-00947,Enable MFA,Identity,26426,8,46.4,214977,High,CTRL-0163,Requires change approval,2026-09-19,Completed
REM-017695,VULN-016973,AST-07395,Network segmentation,Network,109634,29,25.4,1082740,Critical,CTRL-0179,Requires change approval,2026-10-06,Completed
REM-017696,VULN-024108,AST-09408,Increase monitoring,Monitoring,73981,4,21.5,720634,Low,CTRL-0258,Requires budget approval,2026-09-18,Overdue
REM-017697,VULN-007337,AST-00649,Increase monitoring,Monitoring,63719,7,19.6,231235,Low,CTRL-0186,Requires budget approval,2026-09-19,Pending
REM-017698,VULN-022616,AST-04900,Network segmentation,Network,218884,28,41.8,2082291,Low,CTRL-0163,None,2026-10-12,Pending
REM-017699,VULN-000862,AST-07959,Enable MFA,Identity,17574,14,40.3,174858,High,CTRL-0234,Requires change approval,2026-09-18,Pending
REM-017700,VULN-022247,AST-00127,Patch vulnerability,Patching,15286,1,45.0,126486,Medium,CTRL-0392,Requires downtime window,2026-09-07,Pending
REM-017701,VULN-011068,AST-08026,Encrypt database,Data Protection,71754,13,21.0,1069406,Low,CTRL-0113,Requires downtime window,2026-09-29,Completed
REM-017702,VULN-010537,AST-00303,Apply least privilege,Identity,41639,17,34.0,204633,Critical,CTRL-0089,Requires vendor coordination,2026-09-25,In Progress
REM-017703,VULN-020654,AST-05653,Upgrade firewall,Network,201137,29,26.1,1354650,High,CTRL-0301,Requires downtime window,2026-10-07,Completed
REM-017704,VULN-002794,AST-09620,Encrypt database,Data Protection,63197,11,29.1,232888,Critical,CTRL-0111,Requires budget approval,2026-09-15,In Progress
REM-017705,VULN-001235,AST-00204,Apply least privilege,Identity,37184,16,35.6,272204,High,CTRL-0322,None,2026-09-23,In Progress
REM-017706,VULN-009751,AST-02782,Patch vulnerability,Patching,18822,3,58.6,61163,High,CTRL-0258,Requires vendor coordination,2026-09-17,Overdue
REM-017707,VULN-017757,AST-00469,Enable MFA,Identity,27757,10,29.1,392498,Low,CTRL-0061,None,2026-09-23,In Progress
REM-017708,VULN-014503,AST-09136,Enable backup,Resilience,41420,4,53.3,226889,Low,CTRL-0251,Requires change approval,2026-09-09,Completed
REM-017709,VULN-008217,AST-01890,Patch vulnerability,Patching,17110,4,48.2,174173,High,CTRL-0007,Requires vendor coordination,2026-09-21,In Progress
REM-017710,VULN-020363,AST-02535,Enable backup,Resilience,52438,13,52.5,661628,Medium,CTRL-0123,None,2026-09-22,In Progress
REM-017711,VULN-017933,AST-04664,Patch vulnerability,Patching,22283,13,56.2,232524,High,CTRL-0006,Requires downtime window,2026-09-21,Completed
REM-017712,VULN-021108,AST-04818,Encrypt database,Data Protection,47944,7,29.3,413931,High,CTRL-0255,None,2026-09-18,Pending
REM-017713,VULN-010486,AST-05249,Patch vulnerability,Patching,15757,6,62.1,194448,High,CTRL-0080,Requires budget approval,2026-09-23,Completed
REM-017714,VULN-005794,AST-09356,Upgrade firewall,Network,170691,27,24.3,1196977,Medium,CTRL-0311,Requires change approval,2026-10-08,Pending
REM-017715,VULN-017978,AST-01549,Deploy EDR,Endpoint,104954,21,39.9,1477376,Medium,CTRL-0220,Requires downtime window,2026-10-02,Pending
REM-017716,VULN-009952,AST-07233,Network segmentation,Network,149382,32,25.6,1704249,Critical,CTRL-0339,Requires vendor coordination,2026-10-14,In Progress
REM-017717,VULN-027400,AST-07855,Fix cloud configuration,Cloud,11446,1,21.3,139447,Critical,CTRL-0260,Requires vendor coordination,2026-09-17,Pending
REM-017718,VULN-000530,AST-03364,Patch vulnerability,Patching,19997,2,69.5,87765,Critical,CTRL-0162,None,2026-09-18,Completed
REM-017719,VULN-021038,AST-02290,Network segmentation,Network,117809,37,40.0,1545565,Low,CTRL-0219,Requires change approval,2026-10-25,Pending
REM-017720,VULN-024615,AST-05768,Patch vulnerability,Patching,20987,5,65.8,221992,Critical,CTRL-0113,Requires change approval,2026-09-09,Pending
REM-017721,VULN-016107,AST-09687,Enable backup,Resilience,43025,13,49.3,623203,Critical,CTRL-0053,Requires change approval,2026-09-30,In Progress
REM-017722,VULN-017070,AST-00759,Apply least privilege,Identity,31420,19,39.1,459828,High,CTRL-0370,Requires change approval,2026-10-03,In Progress
REM-017723,VULN-009021,AST-03100,Encrypt database,Data Protection,63399,16,20.3,802105,Low,CTRL-0125,Requires change approval,2026-09-27,Completed
REM-017724,VULN-015189,AST-07185,Network segmentation,Network,182087,29,37.1,1837275,High,CTRL-0314,Requires budget approval,2026-10-13,Completed
REM-017725,VULN-025162,AST-03692,Enable backup,Resilience,31156,13,37.0,228051,Low,CTRL-0197,Requires vendor coordination,2026-09-21,Completed
REM-017726,VULN-009900,AST-09554,Enable MFA,Identity,25020,5,39.3,153052,Low,CTRL-0155,Requires budget approval,2026-09-11,Pending
REM-017727,VULN-004618,AST-02834,Fix cloud configuration,Cloud,9352,1,35.2,40873,High,CTRL-0227,Requires downtime window,2026-09-10,Completed
REM-017728,VULN-012447,AST-00809,Upgrade firewall,Network,278253,23,26.5,890722,Medium,CTRL-0177,Requires vendor coordination,2026-10-06,In Progress
REM-017729,VULN-015265,AST-03650,Enable MFA,Identity,25266,8,40.8,151591,Low,CTRL-0383,Requires change approval,2026-09-22,Completed
REM-017730,VULN-004904,AST-04099,Enable backup,Resilience,41579,7,54.6,228836,Medium,CTRL-0336,Requires downtime window,2026-09-24,In Progress
REM-017731,VULN-026029,AST-05687,Fix cloud configuration,Cloud,13183,2,29.2,105244,Medium,CTRL-0299,Requires budget approval,2026-09-09,Pending
REM-017732,VULN-015759,AST-01085,Patch vulnerability,Patching,21550,5,47.9,320124,Critical,CTRL-0252,None,2026-09-18,Completed
REM-017733,VULN-000503,AST-03385,Deploy EDR,Endpoint,79363,12,32.6,476089,Low,CTRL-0285,Requires downtime window,2026-09-25,Completed
REM-017734,VULN-013252,AST-02848,Enable MFA,Identity,14321,17,42.1,188881,High,CTRL-0364,Requires downtime window,2026-10-02,Completed
REM-017735,VULN-009422,AST-09730,Patch vulnerability,Patching,12907,9,65.8,69003,Low,CTRL-0335,Requires downtime window,2026-09-15,Pending
REM-017736,VULN-018791,AST-00639,Network segmentation,Network,193191,39,29.3,1203093,High,CTRL-0071,Requires change approval,2026-10-13,Pending
REM-017737,VULN-000770,AST-07538,Encrypt database,Data Protection,48922,19,26.1,308524,High,CTRL-0139,Requires change approval,2026-10-01,Overdue
REM-017738,VULN-028519,AST-08754,Enable MFA,Identity,15604,8,32.5,92550,Low,CTRL-0222,None,2026-09-23,Completed
REM-017739,VULN-027192,AST-03849,Apply least privilege,Identity,23192,12,37.9,173912,Low,CTRL-0229,None,2026-09-20,Pending
REM-017740,VULN-014422,AST-09575,Enable backup,Resilience,36774,6,46.3,166985,High,CTRL-0130,Requires budget approval,2026-09-20,Completed
REM-017741,VULN-027819,AST-03724,Network segmentation,Network,222278,36,26.6,2934071,Medium,CTRL-0050,Requires downtime window,2026-10-10,In Progress
REM-017742,VULN-011490,AST-01934,Patch vulnerability,Patching,19597,5,64.9,206954,Critical,CTRL-0005,Requires change approval,2026-09-17,Pending
REM-017743,VULN-006473,AST-02801,Disable account,Identity,2013,11,18.2,6437,Medium,CTRL-0373,Requires vendor coordination,2026-09-15,In Progress
REM-017744,VULN-002070,AST-03236,Increase monitoring,Monitoring,52493,14,19.3,275778,Low,CTRL-0377,None,2026-10-01,In Progress
REM-017745,VULN-016405,AST-01286,Fix cloud configuration,Cloud,7435,9,25.8,29421,Medium,CTRL-0302,Requires vendor coordination,2026-09-26,In Progress
REM-017746,VULN-013653,AST-09119,Patch vulnerability,Patching,12324,2,62.3,173257,Low,CTRL-0391,Requires budget approval,2026-09-14,Pending
REM-017747,VULN-016478,AST-09682,Disable account,Identity,1545,1,15.6,16431,Medium,CTRL-0131,None,2026-09-15,Pending
REM-017748,VULN-002315,AST-03426,Patch vulnerability,Patching,12489,10,63.0,181550,Medium,CTRL-0383,Requires vendor coordination,2026-09-28,Completed
REM-017749,VULN-015037,AST-03993,Enable backup,Resilience,48542,12,52.4,497977,High,CTRL-0041,Requires downtime window,2026-09-19,Pending
REM-017750,VULN-000954,AST-01143,Encrypt database,Data Protection,83229,13,19.7,889129,High,CTRL-0371,Requires budget approval,2026-09-17,Completed
REM-017751,VULN-012002,AST-05209,Network segmentation,Network,174748,36,30.5,1071231,Medium,CTRL-0086,Requires change approval,2026-10-13,Pending
REM-017752,VULN-020392,AST-09962,Enable MFA,Identity,17531,8,42.2,70461,Low,CTRL-0139,Requires change approval,2026-09-23,Pending
REM-017753,VULN-012484,AST-01986,Encrypt database,Data Protection,60922,13,23.9,798997,Critical,CTRL-0306,Requires downtime window,2026-09-30,Completed
REM-017754,VULN-000707,AST-01319,Network segmentation,Network,143030,34,30.2,1829020,Low,CTRL-0140,Requires budget approval,2026-10-11,Pending
REM-017755,VULN-009245,AST-08431,Apply least privilege,Identity,37781,15,34.5,293214,High,CTRL-0305,Requires vendor coordination,2026-10-01,Completed
REM-017756,VULN-006069,AST-03263,Enable backup,Resilience,42694,15,46.9,328589,Medium,CTRL-0036,Requires downtime window,2026-09-22,In Progress
REM-017757,VULN-020434,AST-09369,Network segmentation,Network,212515,37,41.8,1281085,Medium,CTRL-0314,Requires downtime window,2026-10-12,Pending
REM-017758,VULN-024068,AST-08684,Increase monitoring,Monitoring,56917,14,22.7,400003,Medium,CTRL-0352,Requires change approval,2026-09-27,Pending
REM-017759,VULN-009314,AST-00547,Apply least privilege,Identity,25133,12,34.8,112287,Medium,CTRL-0265,Requires budget approval,2026-09-18,In Progress
REM-017760,VULN-029641,AST-02853,Deploy EDR,Endpoint,110397,15,47.2,1058850,Medium,CTRL-0086,None,2026-09-22,Completed
REM-017761,VULN-027758,AST-09390,Deploy EDR,Endpoint,66738,21,39.6,401557,Medium,CTRL-0286,Requires budget approval,2026-10-01,In Progress
REM-017762,VULN-023860,AST-01048,Encrypt database,Data Protection,64608,11,19.6,700917,Low,CTRL-0216,Requires downtime window,2026-09-16,In Progress
REM-017763,VULN-007431,AST-07228,Fix cloud configuration,Cloud,14990,7,33.5,153535,Low,CTRL-0132,Requires change approval,2026-09-13,Completed
REM-017764,VULN-006534,AST-07609,Patch vulnerability,Patching,19613,1,64.3,98486,High,CTRL-0124,Requires budget approval,2026-09-06,Pending
REM-017765,VULN-002919,AST-02762,Fix cloud configuration,Cloud,14072,5,26.2,150866,High,CTRL-0266,Requires change approval,2026-09-22,Pending
REM-017766,VULN-022720,AST-00785,Encrypt database,Data Protection,75936,8,18.7,1128551,Low,CTRL-0218,Requires budget approval,2026-09-23,Completed
REM-017767,VULN-003149,AST-02507,Deploy EDR,Endpoint,95047,12,38.4,622801,Critical,CTRL-0195,Requires downtime window,2026-09-22,Pending
REM-017768,VULN-024512,AST-08586,Apply least privilege,Identity,44267,14,30.8,531938,Medium,CTRL-0054,Requires downtime window,2026-09-26,Completed
REM-017769,VULN-002427,AST-02163,Increase monitoring,Monitoring,68523,16,20.9,874866,Low,CTRL-0125,Requires vendor coordination,2026-09-27,Pending
REM-017770,VULN-021607,AST-04601,Enable MFA,Identity,28833,10,31.6,107629,Medium,CTRL-0144,Requires budget approval,2026-09-20,In Progress
REM-017771,VULN-029068,AST-06477,Deploy EDR,Endpoint,77657,15,37.8,632161,Low,CTRL-0384,Requires vendor coordination,2026-09-20,Completed
REM-017772,VULN-004906,AST-03214,Disable account,Identity,2336,5,19.8,23812,High,CTRL-0357,Requires budget approval,2026-09-11,Overdue
REM-017773,VULN-018084,AST-05218,Patch vulnerability,Patching,12386,5,67.7,146561,High,CTRL-0168,Requires downtime window,2026-09-12,Pending
REM-017774,VULN-019656,AST-02790,Disable account,Identity,1602,8,14.3,23362,Medium,CTRL-0119,Requires budget approval,2026-09-26,Pending
REM-017775,VULN-013653,AST-09119,Upgrade firewall,Network,295702,25,23.0,1599794,Low,CTRL-0298,Requires budget approval,2026-10-13,Overdue
REM-017776,VULN-011120,AST-09587,Deploy EDR,Endpoint,92991,13,49.5,1301369,Low,CTRL-0115,Requires downtime window,2026-10-01,Pending
REM-017777,VULN-001037,AST-02578,Deploy EDR,Endpoint,110262,11,53.0,730247,Critical,CTRL-0130,Requires downtime window,2026-09-18,Overdue
REM-017778,VULN-018149,AST-06703,Enable backup,Resilience,57930,7,59.9,255389,High,CTRL-0039,Requires downtime window,2026-09-16,Overdue
REM-017779,VULN-006234,AST-08179,Enable MFA,Identity,20466,5,37.5,226994,Medium,CTRL-0267,Requires vendor coordination,2026-09-13,Completed
REM-017780,VULN-001368,AST-01085,Apply least privilege,Identity,37894,13,35.5,170731,Low,CTRL-0313,Requires downtime window,2026-09-24,Completed
REM-017781,VULN-024087,AST-06212,Patch vulnerability,Patching,20669,2,48.4,215339,Low,CTRL-0025,Requires downtime window,2026-09-19,Completed
REM-017782,VULN-000636,AST-05059,Encrypt database,Data Protection,53540,11,22.9,567411,High,CTRL-0071,None,2026-09-23,Pending
REM-017783,VULN-013747,AST-09684,Fix cloud configuration,Cloud,8193,9,33.0,50646,Medium,CTRL-0365,Requires vendor coordination,2026-09-17,Completed
REM-017784,VULN-001516,AST-06305,Enable backup,Resilience,41838,15,50.1,412608,Medium,CTRL-0199,Requires change approval,2026-09-20,Completed
REM-017785,VULN-022594,AST-01744,Patch vulnerability,Patching,10947,2,63.5,60473,Low,CTRL-0206,Requires budget approval,2026-09-06,Completed
REM-017786,VULN-027677,AST-08073,Apply least privilege,Identity,39565,17,35.1,139360,Medium,CTRL-0147,Requires downtime window,2026-09-28,In Progress
REM-017787,VULN-005955,AST-07383,Deploy EDR,Endpoint,92450,21,48.4,341501,Low,CTRL-0275,Requires budget approval,2026-10-04,Pending
REM-017788,VULN-009299,AST-06434,Enable MFA,Identity,23604,14,45.2,332661,Low,CTRL-0272,Requires vendor coordination,2026-09-29,Pending
REM-017789,VULN-010287,AST-00339,Patch vulnerability,Patching,15648,6,51.9,193274,Medium,CTRL-0201,Requires vendor coordination,2026-09-13,Overdue
REM-017790,VULN-007286,AST-02064,Fix cloud configuration,Cloud,10204,12,26.3,87191,Low,CTRL-0315,Requires change approval,2026-09-18,Completed
REM-017791,VULN-013935,AST-04307,Encrypt database,Data Protection,74845,20,27.6,397623,High,CTRL-0290,None,2026-09-24,In Progress
REM-017792,VULN-027914,AST-04924,Network segmentation,Network,217892,38,29.7,2699275,Low,CTRL-0194,None,2026-10-19,In Progress
REM-017793,VULN-024373,AST-06999,Enable MFA,Identity,14602,9,38.8,168082,Medium,CTRL-0203,None,2026-09-13,Pending
REM-017794,VULN-024753,AST-08915,Network segmentation,Network,150973,34,28.3,966641,Medium,CTRL-0341,Requires vendor coordination,2026-10-13,Completed
REM-017795,VULN-017120,AST-07337,Disable account,Identity,1672,8,18.3,8570,Critical,CTRL-0301,None,2026-09-13,Completed
REM-017796,VULN-008276,AST-01826,Encrypt database,Data Protection,50830,19,19.8,743621,Medium,CTRL-0359,None,2026-10-03,Overdue
REM-017797,VULN-028086,AST-00896,Upgrade firewall,Network,146374,24,25.2,1332571,Low,CTRL-0108,None,2026-10-01,Completed
REM-017798,VULN-021366,AST-01140,Upgrade firewall,Network,171761,23,30.7,840189,Low,CTRL-0031,Requires budget approval,2026-10-03,Pending
REM-017799,VULN-003729,AST-01728,Deploy EDR,Endpoint,94975,15,39.1,1382181,High,CTRL-0201,Requires budget approval,2026-10-03,Pending
REM-017800,VULN-006777,AST-07354,Disable account,Identity,2742,11,14.7,14877,Low,CTRL-0042,None,2026-09-21,Overdue
REM-017801,VULN-014636,AST-09860,Disable account,Identity,2145,11,21.9,6744,Medium,CTRL-0309,None,2026-09-24,Completed
REM-017802,VULN-029736,AST-04271,Increase monitoring,Monitoring,43950,5,16.9,231812,Medium,CTRL-0246,Requires vendor coordination,2026-09-17,Overdue
REM-017803,VULN-000802,AST-00655,Apply least privilege,Identity,29091,18,40.9,169824,Low,CTRL-0279,Requires vendor coordination,2026-10-06,Pending
REM-017804,VULN-019486,AST-04636,Disable account,Identity,1449,1,22.1,17624,High,CTRL-0332,Requires vendor coordination,2026-09-12,Pending
REM-017805,VULN-021593,AST-06679,Encrypt database,Data Protection,44578,14,25.9,403145,Medium,CTRL-0195,Requires budget approval,2026-09-20,In Progress
REM-017806,VULN-016199,AST-02448,Deploy EDR,Endpoint,103554,18,52.2,685542,Medium,CTRL-0351,Requires change approval,2026-09-26,Pending
REM-017807,VULN-001309,AST-06587,Apply least privilege,Identity,36928,14,29.2,525038,Medium,CTRL-0298,Requires change approval,2026-09-19,Completed
REM-017808,VULN-007195,AST-04770,Enable MFA,Identity,29665,10,37.0,260092,High,CTRL-0253,Requires downtime window,2026-09-27,Pending
REM-017809,VULN-028807,AST-03964,Increase monitoring,Monitoring,65774,5,23.1,485660,Medium,CTRL-0171,Requires budget approval,2026-09-11,Pending
REM-017810,VULN-027017,AST-02373,Disable account,Identity,2964,1,22.3,34162,Critical,CTRL-0184,Requires budget approval,2026-09-14,In Progress
REM-017811,VULN-027499,AST-09223,Network segmentation,Network,118710,30,28.7,1052785,Medium,CTRL-0079,Requires budget approval,2026-10-08,In Progress
REM-017812,VULN-029864,AST-09468,Increase monitoring,Monitoring,35531,12,19.9,157886,Critical,CTRL-0348,Requires budget approval,2026-09-27,In Progress
REM-017813,VULN-004967,AST-02193,Patch vulnerability,Patching,20080,8,68.8,219253,High,CTRL-0023,Requires vendor coordination,2026-09-21,Completed
REM-017814,VULN-025043,AST-05417,Network segmentation,Network,122161,34,24.8,467997,Critical,CTRL-0242,Requires downtime window,2026-10-14,In Progress
REM-017815,VULN-029069,AST-07777,Enable backup,Resilience,45214,12,40.5,248023,Medium,CTRL-0243,Requires change approval,2026-09-27,In Progress
REM-017816,VULN-024971,AST-02139,Increase monitoring,Monitoring,69292,8,18.0,823839,High,CTRL-0269,Requires downtime window,2026-09-14,Pending
REM-017817,VULN-005898,AST-00551,Deploy EDR,Endpoint,109090,14,52.1,657344,High,CTRL-0223,Requires downtime window,2026-09-18,In Progress
